source_district,dest_district,source_year,dest_year,filter_state
Lucknow,Lucknow,1971,1981,Uttar Pradesh
Lucknow,Lucknow,1981,1991,Uttar Pradesh
Lucknow,Lucknow,1991,2001,Uttar Pradesh
Lucknow,Lucknow,2001,2011,Uttar Pradesh
Lucknow,Lucknow,2011,2024,Uttar Pradesh
Ludhiana,Ludhiana,1951,1961,Punjab
Ludhiana,Ludhiana,1961,1971,Punjab
Ludhiana,Ludhiana,1971,1981,Punjab
Ludhiana,Ludhiana,1981,1991,Punjab
Ludhiana,Ludhiana,1991,2001,Punjab
Ludhiana,Ludhiana,2001,2011,Punjab
Ludhiana,Ludhiana,2011,2024,Punjab
Lunglei,Lunglei,1981,1991,Mizoram
Lunglei,Lunglei,1981,1991,Mizoram
Lunglei,Lunglei,1991,2001,Mizoram
Lunglei,Lunglei,1991,2001,Mizoram
Lunglei,Lunglei,2001,2011,Mizoram
Lunglei,Lunglei,2001,2011,Mizoram
Lunglei,Lunglei,2011,2024,Mizoram
Lunglei,Hnathial,2011,2024,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Lushai Hills,Mizo Hills,1951,1961,Mizoram
Madhepura,Madhepura,1991,2001,Bihar
Madhepura,Madhepura,2001,2011,Bihar
Madhepura,Madhepura,2011,2024,Bihar
Madhubani,Madhubani,1981,1991,Bihar
Madhubani,Madhubani,1991,2001,Bihar
Madhubani,Madhubani,2001,2011,Bihar
Madhubani,Madhubani,2011,2024,Bihar
Madras,Madras,1951,1961,Tamil Nadu
Madras,Madras,1961,1971,Tamil Nadu
Madras,Madras,1971,1981,Tamil Nadu
Madras,Madras,1981,1991,Tamil Nadu
Madras,Chennai,1991,2001,Tamil Nadu
Madurai,Madurai,1951,1961,Tamil Nadu
Madurai,Madurai,1951,1961,Tamil Nadu
Madurai,Madurai,1951,1961,Tamil Nadu
Madurai,Madurai,1961,1971,Tamil Nadu
Madurai,Madurai,1961,1971,Tamil Nadu
Madurai,Madurai,1961,1971,Tamil Nadu
Madurai,Madurai,1971,1981,Tamil Nadu
Madurai,Madurai,1971,1981,Tamil Nadu
Madurai,Madurai,1971,1981,Tamil Nadu
Madurai,Dindigul Anna,1981,1991,Tamil Nadu
Madurai,Madurai,1981,1991,Tamil Nadu
Madurai,Madurai,1981,1991,Tamil Nadu
Madurai,Madurai,1991,2001,Tamil Nadu
Madurai,Theni,1991,2001,Tamil Nadu
Madurai,Madurai,2001,2011,Tamil Nadu
Madurai,Madurai,2011,2024,Tamil Nadu
Mahamaya Nagar,Hathras,2011,2024,Uttar Pradesh
Maharajganj,Maharajganj,1991,2001,Uttar Pradesh
Maharajganj,Mahrajganj,2001,2011,Uttar Pradesh
Mahasamund,Mahasamund,2001,2011,Chhattisgarh
Mahasamund,Mahasamund,2011,2024,Chhattisgarh
Mahasu,Mahasu,1951,1961,Himachal Pradesh
Mahasu,Mahasu,1951,1961,Himachal Pradesh
Mahasu,Kinnaur,1951,1961,Himachal Pradesh
Mahasu,Mahasu,1961,1971,Himachal Pradesh
Mahasu,Mahasu,1961,1971,Himachal Pradesh
Mahasu,Mahasu,1961,1971,Himachal Pradesh
Mahasu,Solan,1971,1981,Himachal Pradesh
Mahasu,Shimla,1971,1981,Himachal Pradesh
Mahasu,Shimla,1971,1981,Himachal Pradesh
Mahbubnagar,Mahbubnagar,1951,1961,Telangana
Mahbubnagar,Mahbubnagar,1951,1961,Telangana
Mahbubnagar,Mahbubnagar,1951,1961,Telangana
Mahbubnagar,Mahbubnagar,1951,1961,Telangana
Mahbubnagar,Mahbubnagar,1951,1961,Telangana
Mahbubnagar,Mahbubnagar,1961,1971,Telangana
Mahbubnagar,Mahbubnagar,1961,1971,Telangana
Mahbubnagar,Mahbubnagar,1961,1971,Telangana
Mahbubnagar,Mahbubnagar,1961,1971,Telangana
Mahbubnagar,Mahbubnagar,1961,1971,Telangana
Mahbubnagar,Mahbubnagar,1971,1981,Telangana
Mahbubnagar,Mahbubnagar,1971,1981,Telangana
Mahbubnagar,Mahbubnagar,1971,1981,Telangana
Mahbubnagar,Mahbubnagar,1971,1981,Telangana
Mahbubnagar,Mahbubnagar,1971,1981,Telangana
Mahbubnagar,Mahbubnagar,1981,1991,Telangana
Mahbubnagar,Mahbubnagar,1981,1991,Telangana
Mahbubnagar,Mahbubnagar,1981,1991,Telangana
Mahbubnagar,Mahbubnagar,1981,1991,Telangana
Mahbubnagar,Mahbubnagar,1981,1991,Telangana
Mahbubnagar,Mahbubnagar,1991,2001,Telangana
Mahbubnagar,Mahbubnagar,1991,2001,Telangana
Mahbubnagar,Mahbubnagar,1991,2001,Telangana
Mahbubnagar,Mahbubnagar,1991,2001,Telangana
Mahbubnagar,Mahbubnagar,1991,2001,Telangana
Mahbubnagar,Mahbubnagar,2001,2011,Telangana
Mahbubnagar,Mahbubnagar,2001,2011,Telangana
Mahbubnagar,Mahbubnagar,2001,2011,Telangana
Mahbubnagar,Mahbubnagar,2001,2011,Telangana
Mahbubnagar,Mahbubnagar,2001,2011,Telangana
Mahbubnagar,Mahbubnagar,2011,2024,Telangana
Mahbubnagar,Jogulamba Gadwal,2011,2024,Telangana
Mahbubnagar,Nagarkurnool,2011,2024,Telangana
Mahbubnagar,Wanaparthy,2011,2024,Telangana
Mahbubnagar,Narayanpet,2011,2024,Telangana
Mahe,Mahe,1951,1961,Puducherry
Mahe,Mahe,1961,1971,Puducherry
Mahe,Mahe,1971,1981,Puducherry
Mahe,Mahe,1981,1991,Puducherry
Mahe,Mahe,1991,2001,Puducherry
Mahe,Mahe,2001,2011,Puducherry
Mahe,Mahe,2011,2024,Puducherry
Mahendragarh,Mahendragarh,1961,1971,Haryana
Mahendragarh,Mahendragarh,1961,1971,Haryana
Mahendragarh,Mahendragarh,1971,1981,Haryana
Mahendragarh,Mahendragarh,1971,1981,Haryana
Mahendragarh,Mahendragarh,1981,1991,Haryana
Mahendragarh,Mahendragarh,1981,1991,Haryana
Mahendragarh,Rewari,1981,1991,Haryana
Mahendragarh,Mahendragarh,1991,2001,Haryana
Mahendragarh,Mahendragarh,1991,2001,Haryana
Mahendragarh,Mahendragarh,2001,2011,Haryana
Mahendragarh,Mahendragarh,2001,2011,Haryana
Mahendragarh,Mahendragarh,2011,2024,Haryana
Mahendragarh,Mahendragarh,2011,2024,Haryana
Mahesana,Mahesana,1971,1981,Gujarat
Mahesana,Mahesana,1971,1981,Gujarat
Mahesana,Mahesana,1981,1991,Gujarat
Mahesana,Mahesana,1981,1991,Gujarat
Mahesana,Mahesana,1991,2001,Gujarat
Mahesana,Patan,1991,2001,Gujarat
Mahesana,Mahesana,2001,2011,Gujarat
Mahesana,Mahesana,2011,2024,Gujarat
Mahoba,Mahoba,2001,2011,Uttar Pradesh
Mahoba,Mahoba,2011,2024,Uttar Pradesh
Mahrajganj,Mahrajganj,2011,2024,Uttar Pradesh
Mainpuri,Mainpuri,1951,1961,Uttar Pradesh
Mainpuri,Mainpuri,1951,1961,Uttar Pradesh
Mainpuri,Mainpuri,1961,1971,Uttar Pradesh
Mainpuri,Mainpuri,1961,1971,Uttar Pradesh
Mainpuri,Mainpuri,1971,1981,Uttar Pradesh
Mainpuri,Mainpuri,1971,1981,Uttar Pradesh
Mainpuri,Firozabad,1981,1991,Uttar Pradesh
Mainpuri,Mainpuri,1981,1991,Uttar Pradesh
Mainpuri,Mainpuri,1991,2001,Uttar Pradesh
Mainpuri,Mainpuri,2001,2011,Uttar Pradesh
Mainpuri,Mainpuri,2011,2024,Uttar Pradesh
Malabar,Cannanore,1951,1961,Kerala
Malabar,Cannanore,1951,1961,Kerala
Malabar,Cannanore,1951,1961,Kerala
Malabar,Kozhikode,1951,1961,Kerala
Malabar,Kozhikode,1951,1961,Kerala
Malabar,Kozhikode,1951,1961,Kerala
Malabar,Palghat,1951,1961,Kerala
Malabar,Palghat,1951,1961,Kerala
Malappuram,Malappuram,1971,1981,Kerala
Malappuram,Malappuram,1971,1981,Kerala
Malappuram,Malappuram,1981,1991,Kerala
Malappuram,Malappuram,1981,1991,Kerala
Malappuram,Malappuram,1991,2001,Kerala
Malappuram,Malappuram,1991,2001,Kerala
Malappuram,Malappuram,2001,2011,Kerala
Malappuram,Malappuram,2001,2011,Kerala
Malappuram,Malappuram,2011,2024,Kerala
Malappuram,Malappuram,2011,2024,Kerala
Malda,Malda,1951,1961,West Bengal
Malda,Malda,1961,1971,West Bengal
Malda,Maldah,1971,1981,West Bengal
Maldah,Maldah,1981,1991,West Bengal
Maldah,Maldah,1991,2001,West Bengal
Maldah,Maldah,2001,2011,West Bengal
Maldah,Maldah,2011,2024,West Bengal
Malkangiri,Malkangiri,2001,2011,Odisha
Malkangiri,Malkangiri,2011,2024,Odisha
Mamit,Mamit,2001,2011,Mizoram
Mamit,Mamit,2011,2024,Mizoram
Mandi,Mandi,1951,1961,Himachal Pradesh
Mandi,Mandi,1961,1971,Himachal Pradesh
Mandi,Mandi,1971,1981,Himachal Pradesh
Mandi,Mandi,1981,1991,Himachal Pradesh
Mandi,Mandi,1991,2001,Himachal Pradesh
Mandi,Mandi,2001,2011,Himachal Pradesh
Mandi,Mandi,2011,2024,Himachal Pradesh
Mandla,Mandla,1951,1961,Madhya Pradesh
Mandla,Mandla,1951,1961,Madhya Pradesh
Mandla,Mandla,1961,1971,Madhya Pradesh
Mandla,Mandla,1961,1971,Madhya Pradesh
Mandla,Mandla,1971,1981,Madhya Pradesh
Mandla,Mandla,1971,1981,Madhya Pradesh
Mandla,Mandla,1981,1991,Madhya Pradesh
Mandla,Mandla,1981,1991,Madhya Pradesh
Mandla,Dindori,1991,2001,Madhya Pradesh
Mandla,Mandla,1991,2001,Madhya Pradesh
Mandla,Mandla,2001,2011,Madhya Pradesh
Mandla,Mandla,2011,2024,Madhya Pradesh
Mandsaur,Mandsaur,1951,1961,Madhya Pradesh
Mandsaur,Mandsaur,1951,1961,Madhya Pradesh
Mandsaur,Mandsaur,1961,1971,Madhya Pradesh
Mandsaur,Mandsaur,1961,1971,Madhya Pradesh
Mandsaur,Mandsaur,1971,1981,Madhya Pradesh
Mandsaur,Mandsaur,1971,1981,Madhya Pradesh
Mandsaur,Mandsaur,1981,1991,Madhya Pradesh
Mandsaur,Mandsaur,1981,1991,Madhya Pradesh
Mandsaur,Neemuch,1991,2001,Madhya Pradesh
Mandsaur,Mandsaur,1991,2001,Madhya Pradesh
Mandsaur,Mandsaur,2001,2011,Madhya Pradesh
Mandsaur,Mandsaur,2011,2024,Madhya Pradesh
Mandya,Mandya,1951,1961,Karnataka
Mandya,Mandya,1961,1971,Karnataka
Mandya,Mandya,1971,1981,Karnataka
Mandya,Mandya,1981,1991,Karnataka
Mandya,Mandya,1991,2001,Karnataka
Mandya,Mandya,2001,2011,Karnataka
Mandya,Mandya,2011,2024,Karnataka
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur,1951,1961,Manipur
Manipur,Manipur North,1961,1971,Manipur
Manipur,Manipur West,1961,1971,Manipur
Manipur,Manipur South,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur East,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur East,1961,1971,Manipur
Manipur,Manipur North,1961,1971,Manipur
Manipur,Manipur West,1961,1971,Manipur
Manipur,Manipur Central,1961,1971,Manipur
Manipur,Manipur South,1961,1971,Manipur
Manipur Central,Manipur Central,1971,1981,Manipur
Manipur Central,Manipur Central,1971,1981,Manipur
Manipur Central,Manipur Central,1971,1981,Manipur
Manipur Central,Manipur Central,1971,1981,Manipur
Manipur Central,Tengnoupal,1971,1981,Manipur
Manipur Central,Manipur Central,1971,1981,Manipur
Manipur Central,Manipur Central,1971,1981,Manipur
Manipur Central,Tengnoupal,1971,1981,Manipur
Manipur Central,Bishnupur,1981,1991,Manipur
Manipur Central,Thoubal,1981,1991,Manipur
Manipur Central,Imphal,1981,1991,Manipur
Manipur Central,Imphal,1981,1991,Manipur
Manipur Central,Imphal,1981,1991,Manipur
Manipur Central,Thoubal,1981,1991,Manipur
Manipur East,Manipur East,1971,1981,Manipur
Manipur East,Manipur East,1971,1981,Manipur
Manipur East,Ukhrul,1981,1991,Manipur
Manipur East,Ukhrul,1981,1991,Manipur
Manipur North,Manipur North,1971,1981,Manipur
Manipur North,Manipur North,1971,1981,Manipur
Manipur North,Senapati,1981,1991,Manipur
Manipur North,Senapati,1981,1991,Manipur
Manipur South,Manipur South,1971,1981,Manipur
Manipur South,Manipur South,1971,1981,Manipur
Manipur South,Churachandpur,1981,1991,Manipur
Manipur South,Churachandpur,1981,1991,Manipur
Manipur West,Manipur West,1971,1981,Manipur
Manipur West,Manipur West,1971,1981,Manipur
Manipur West,Tamenglong,1981,1991,Manipur
Manipur West,Tamenglong,1981,1991,Manipur
Mansa,Mansa,2001,2011,Punjab
Mansa,Mansa,2011,2024,Punjab
Marigaon,Marigaon,1991,2001,Assam
Marigaon,Morigaon,2001,2011,Assam
Mathura,Mathura,1951,1961,Uttar Pradesh
Mathura,Mathura,1961,1971,Uttar Pradesh
Mathura,Mathura,1971,1981,Uttar Pradesh
Mathura,Mathura,1981,1991,Uttar Pradesh
Mathura,Mathura,1991,2001,Uttar Pradesh
Mathura,Mathura,2001,2011,Uttar Pradesh
Mathura,Mathura,2011,2024,Uttar Pradesh
Mau,Mau,1991,2001,Uttar Pradesh
Mau,Mau,2001,2011,Uttar Pradesh
Mau,Mau,2011,2024,Uttar Pradesh
Mayurbhanj,Mayurbhanj,1951,1961,Odisha
Mayurbhanj,Mayurbhanj,1961,1971,Odisha
Mayurbhanj,Mayurbhanj,1971,1981,Odisha
Mayurbhanj,Mayurbhanj,1981,1991,Odisha
Mayurbhanj,Mayurbhanj,1991,2001,Odisha
Mayurbhanj,Mayurbhanj,2001,2011,Odisha
Mayurbhanj,Mayurbhanj,2011,2024,Odisha
Medak,Medak,1951,1961,Telangana
Medak,Medak,1951,1961,Telangana
Medak,Medak,1951,1961,Telangana
Medak,Medak,1961,1971,Telangana
Medak,Medak,1961,1971,Telangana
Medak,Medak,1961,1971,Telangana
Medak,Medak,1971,1981,Telangana
Medak,Medak,1971,1981,Telangana
Medak,Medak,1971,1981,Telangana
Medak,Medak,1981,1991,Telangana
Medak,Medak,1981,1991,Telangana
Medak,Medak,1981,1991,Telangana
Medak,Medak,1991,2001,Telangana
Medak,Medak,1991,2001,Telangana
Medak,Medak,1991,2001,Telangana
Medak,Medak,2001,2011,Telangana
Medak,Medak,2001,2011,Telangana
Medak,Medak,2001,2011,Telangana
Medak,Medak,2011,2024,Telangana
Medak,Sangareddy,2011,2024,Telangana
Medak,Siddipet,2011,2024,Telangana
Medinipur,Medinipur,1981,1991,West Bengal
Medinipur,Medinipur,1981,1991,West Bengal
Medinipur,Medinipur,1981,1991,West Bengal
Medinipur,Medinipur,1991,2001,West Bengal
Medinipur,Medinipur,1991,2001,West Bengal
Medinipur,Medinipur,1991,2001,West Bengal
Medinipur,Paschim Medinipur,2001,2011,West Bengal
Medinipur,Purba Medinipur,2001,2011,West Bengal
Medinipur,Paschim Medinipur,2001,2011,West Bengal
Meerut,Meerut,1951,1961,Uttar Pradesh
Meerut,Meerut,1951,1961,Uttar Pradesh
Meerut,Meerut,1951,1961,Uttar Pradesh
Meerut,Meerut,1951,1961,Uttar Pradesh
Meerut,Meerut,1961,1971,Uttar Pradesh
Meerut,Meerut,1961,1971,Uttar Pradesh
Meerut,Meerut,1961,1971,Uttar Pradesh
Meerut,Meerut,1961,1971,Uttar Pradesh
Meerut,Meerut,1971,1981,Uttar Pradesh
Meerut,Ghaziabad,1971,1981,Uttar Pradesh
Meerut,Ghaziabad,1971,1981,Uttar Pradesh
Meerut,Meerut,1971,1981,Uttar Pradesh
Meerut,Meerut,1981,1991,Uttar Pradesh
Meerut,Meerut,1981,1991,Uttar Pradesh
Meerut,Baghpat,1991,2001,Uttar Pradesh
Meerut,Meerut,1991,2001,Uttar Pradesh
Meerut,Meerut,2001,2011,Uttar Pradesh
Meerut,Meerut,2011,2024,Uttar Pradesh
Mehsana,Mehsana,1951,1961,Gujarat
Mehsana,Mehsana,1951,1961,Gujarat
Mehsana,Mehsana,1951,1961,Gujarat
Mehsana,Gandhinagar,1961,1971,Gujarat
Mehsana,Mahesana,1961,1971,Gujarat
Mehsana,Mahesana,1961,1971,Gujarat
Mewat,Nuh,2011,2024,Haryana
Midnapore,Midnapore,1961,1971,West Bengal
Midnapore,Midnapore,1961,1971,West Bengal
Midnapore,Midnapore,1961,1971,West Bengal
Midnapore,Medinipur,1971,1981,West Bengal
Midnapore,Medinipur,1971,1981,West Bengal
Midnapore,Medinipur,1971,1981,West Bengal
Midnapur,Midnapore,1951,1961,West Bengal
Midnapur,Midnapore,1951,1961,West Bengal
Midnapur,Midnapore,1951,1961,West Bengal
Mikir Hills,Karbi Anglong,1971,1981,Assam
Mikir Hills,Karbi Anglong,1971,1981,Assam
Mirzapur,Mirzapur,1951,1961,Uttar Pradesh
Mirzapur,Mirzapur,1951,1961,Uttar Pradesh
Mirzapur,Mirzapur,1961,1971,Uttar Pradesh
Mirzapur,Mirzapur,1961,1971,Uttar Pradesh
Mirzapur,Mirzapur,1971,1981,Uttar Pradesh
Mirzapur,Mirzapur,1971,1981,Uttar Pradesh
Mirzapur,Mirzapur,1981,1991,Uttar Pradesh
Mirzapur,Sonbhadra,1981,1991,Uttar Pradesh
Mirzapur,Mirzapur,1991,2001,Uttar Pradesh
Mirzapur,Mirzapur,2001,2011,Uttar Pradesh
Mirzapur,Mirzapur,2011,2024,Uttar Pradesh
Mishmi Hills,Lohit Frontier Division,1951,1961,Arunachal Pradesh
Mishmi Hills,Lohit Frontier Division,1951,1961,Arunachal Pradesh
Mishmi Hills,Lohit Frontier Division,1951,1961,Arunachal Pradesh
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizo Hills,Mizoram,1961,1971,Mizoram
Mizoram,Aizawl,1971,1981,Mizoram
Mizoram,Aizawl,1971,1981,Mizoram
Mizoram,Aizawl,1971,1981,Mizoram
Mizoram,Aizawl,1971,1981,Mizoram
Mizoram,Aizawl,1971,1981,Mizoram
Mizoram,Lunglei,1971,1981,Mizoram
Mizoram,Chhimtuipui,1971,1981,Mizoram
Mizoram,Chhimtuipui,1971,1981,Mizoram
Mizoram,Aizawl,1971,1981,Mizoram
Mizoram,Lunglei,1971,1981,Mizoram
Mizoram,Aizawl,1971,1981,Mizoram
Moga,Moga,2001,2011,Punjab
Moga,Moga,2011,2024,Punjab
Mohindergarh,Mahendragarh,1951,1961,Haryana
Mohindergarh,Mahendragarh,1951,1961,Haryana
Mokokchung,Mokokchung,1961,1971,Nagaland
Mokokchung,Mokokchung,1961,1971,Nagaland
Mokokchung,Mokokchung,1961,1971,Nagaland
Mokokchung,Mokokchung,1971,1981,Nagaland
Mokokchung,Wokha,1971,1981,Nagaland
Mokokchung,Zunheboto,1971,1981,Nagaland
Mokokchung,Mokokchung,1981,1991,Nagaland
Mokokchung,Mokokchung,1991,2001,Nagaland
Mokokchung,Mokokchung,2001,2011,Nagaland
Mokokchung,Mokokchung,2011,2024,Nagaland
Mon,Mon,1981,1991,Nagaland
Mon,Mon,1991,2001,Nagaland
Mon,Mon,2001,2011,Nagaland
Mon,Mon,2011,2024,Nagaland
Monghyr,Monghyr,1951,1961,Bihar
Monghyr,Monghyr,1951,1961,Bihar
Monghyr,Monghyr,1951,1961,Bihar
Monghyr,Monghyr,1951,1961,Bihar
Monghyr,Monghyr,1951,1961,Bihar
Monghyr,Monghyr,1951,1961,Bihar
Monghyr,Monghyr,1961,1971,Bihar
Monghyr,Monghyr,1961,1971,Bihar
Monghyr,Monghyr,1961,1971,Bihar
Monghyr,Monghyr,1961,1971,Bihar
Monghyr,Monghyr,1961,1971,Bihar
Monghyr,Monghyr,1961,1971,Bihar
Monghyr,Begusarai,1971,1981,Bihar
Monghyr,Munger,1971,1981,Bihar
Monghyr,Munger,1971,1981,Bihar
Monghyr,Munger,1971,1981,Bihar
Monghyr,Munger,1971,1981,Bihar
Monghyr,Munger,1971,1981,Bihar
Moradabad,Moradabad,1951,1961,Uttar Pradesh
Moradabad,Moradabad,1951,1961,Uttar Pradesh
Moradabad,Moradabad,1951,1961,Uttar Pradesh
Moradabad,Moradabad,1961,1971,Uttar Pradesh
Moradabad,Moradabad,1961,1971,Uttar Pradesh
Moradabad,Moradabad,1961,1971,Uttar Pradesh
Moradabad,Moradabad,1971,1981,Uttar Pradesh
Moradabad,Moradabad,1971,1981,Uttar Pradesh
Moradabad,Moradabad,1971,1981,Uttar Pradesh
Moradabad,Moradabad,1981,1991,Uttar Pradesh
Moradabad,Moradabad,1981,1991,Uttar Pradesh
Moradabad,Moradabad,1981,1991,Uttar Pradesh
Moradabad,Jyotiba Phule Nagar,1991,2001,Uttar Pradesh
Moradabad,Moradabad,1991,2001,Uttar Pradesh
Moradabad,Moradabad,1991,2001,Uttar Pradesh
Moradabad,Moradabad,2001,2011,Uttar Pradesh
Moradabad,Moradabad,2001,2011,Uttar Pradesh
Moradabad,Moradabad,2011,2024,Uttar Pradesh
Moradabad,Sambhal (Bhimnagar),2011,2024,Uttar Pradesh
Morena,Morena,1951,1961,Madhya Pradesh
Morena,Morena,1951,1961,Madhya Pradesh
Morena,Morena,1961,1971,Madhya Pradesh
Morena,Morena,1961,1971,Madhya Pradesh
Morena,Morena,1971,1981,Madhya Pradesh
Morena,Morena,1971,1981,Madhya Pradesh
Morena,Morena,1981,1991,Madhya Pradesh
Morena,Morena,1981,1991,Madhya Pradesh
Morena,Sheopur,1991,2001,Madhya Pradesh
Morena,Morena,1991,2001,Madhya Pradesh
Morena,Morena,2001,2011,Madhya Pradesh
Morena,Morena,2011,2024,Madhya Pradesh
Morigaon,Morigaon,2011,2024,Assam
Muktsar,Muktsar,2001,2011,Punjab
Muktsar,Sri Muktsar Sahib,2011,2024,Punjab
Mumbai,Mumbai,2001,2011,Maharashtra
Mumbai,Mumbai,2011,2024,Maharashtra
Mumbai (Suburban),Mumbai Suburban,2001,2011,Maharashtra
Mumbai Suburban,Mumbai Suburban,2011,2024,Maharashtra
Munger,Khagaria,1981,1991,Bihar
Munger,Munger,1981,1991,Bihar
Munger,Munger,1981,1991,Bihar
Munger,Munger,1981,1991,Bihar
Munger,Munger,1981,1991,Bihar
Munger,Munger,1991,2001,Bihar
Munger,Lakhisarai,1991,2001,Bihar
Munger,Sheikhpura,1991,2001,Bihar
Munger,Jamui,1991,2001,Bihar
Munger,Munger,2001,2011,Bihar
Munger,Munger,2011,2024,Bihar
Murshidabad,Murshidabad,1951,1961,West Bengal
Murshidabad,Murshidabad,1961,1971,West Bengal
Murshidabad,Murshidabad,1971,1981,West Bengal
Murshidabad,Murshidabad,1981,1991,West Bengal
Murshidabad,Murshidabad,1991,2001,West Bengal
Murshidabad,Murshidabad,2001,2011,West Bengal
Murshidabad,Murshidabad,2011,2024,West Bengal
Muzaffarnagar,Muzaffarnagar,1951,1961,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1951,1961,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1961,1971,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1961,1971,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1971,1981,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1971,1981,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1981,1991,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1981,1991,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1991,2001,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,1991,2001,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,2001,2011,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,2001,2011,Uttar Pradesh
Muzaffarnagar,Muzaffarnagar,2011,2024,Uttar Pradesh
Muzaffarnagar,Shamli (Prabuddhanagar),2011,2024,Uttar Pradesh
Muzaffarpur,Muzaffarpur,1951,1961,Bihar
Muzaffarpur,Muzaffarpur,1951,1961,Bihar
Muzaffarpur,Muzaffarpur,1951,1961,Bihar
Muzaffarpur,Muzaffarpur,1951,1961,Bihar
Muzaffarpur,Muzaffarpur,1961,1971,Bihar
Muzaffarpur,Muzaffarpur,1961,1971,Bihar
Muzaffarpur,Muzaffarpur,1961,1971,Bihar
Muzaffarpur,Muzaffarpur,1961,1971,Bihar
Muzaffarpur,Sitamarhi,1971,1981,Bihar
Muzaffarpur,Sitamarhi,1971,1981,Bihar
Muzaffarpur,Muzaffarpur,1971,1981,Bihar
Muzaffarpur,Vaishali,1971,1981,Bihar
Muzaffarpur,Muzaffarpur,1981,1991,Bihar
Muzaffarpur,Muzaffarpur,1991,2001,Bihar
Muzaffarpur,Muzaffarpur,2001,2011,Bihar
Muzaffarpur,Muzaffarpur,2011,2024,Bihar
Mysore,Mysore,1951,1961,Karnataka
Mysore,Mysore,1951,1961,Karnataka
Mysore,Mysore,1961,1971,Karnataka
Mysore,Mysore,1961,1971,Karnataka
Mysore,Mysore,1971,1981,Karnataka
Mysore,Mysore,1971,1981,Karnataka
Mysore,Mysore,1981,1991,Karnataka
Mysore,Mysore,1981,1991,Karnataka
Mysore,Chamarajanagar,1991,2001,Karnataka
Mysore,Mysore,1991,2001,Karnataka
Mysore,Mysore,2001,2011,Karnataka
Mysore,Mysuru,2011,2024,Karnataka
Nabarangapur,Nabarangapur,2001,2011,Odisha
Nabarangapur,Nabarangapur,2011,2024,Odisha
Nadia,Nadia,1951,1961,West Bengal
Nadia,Nadia,1961,1971,West Bengal
Nadia,Nadia,1971,1981,West Bengal
Nadia,Nadia,1981,1991,West Bengal
Nadia,Nadia,1991,2001,West Bengal
Nadia,Nadia,2001,2011,West Bengal
Nadia,Nadia,2011,2024,West Bengal
Naga Hills,Kohima,1951,1961,Nagaland
Naga Hills,Kohima,1951,1961,Nagaland
Naga Hills,Kohima,1951,1961,Nagaland
